age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
18.0,Private,163787,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
55.0,Private,157932,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
47.0,Private,586657,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,Japan,>50K
36.0,Private,461337,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
51.0,Private,254211,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,,20.0,United-States,>50K
39.0,Private,297847,9th,5,Married-civ-spouse,Other-service,Wife,Black,Female,3411.0,0.0,34.0,United-States,<=50K
32.0,Private,440129,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,38.0,Mexico,<=50K
39.0,Local-gov,164156,Assoc-acdm,12,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,55.0,United-States,<=50K
38.0,Private,179668,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,Scotland,<=50K
27.0,Private,44767,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
49.0,Private,43206,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,55.0,United-States,>50K
,Self-emp-not-inc,347910,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K
24.0,Private,112459,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
56.0,Private,238638,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
,Private,178922,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0.0,,20.0,United-States,<=50K
,Private,36385,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
24.0,Private,228960,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
,Private,61708,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,6418.0,0.0,50.0,United-States,>50K
36.0,State-gov,422275,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K
54.0,Private,449257,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
24.0,Private,275093,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0.0,0.0,36.0,United-States,<=50K
36.0,Self-emp-not-inc,160120,Bachelors,13,Married-civ-spouse,Sales,Husband,Other,Male,0.0,0.0,45.0,,<=50K
44.0,Private,107218,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K
42.0,Federal-gov,158926,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,Philippines,>50K
47.0,Private,169388,11th,7,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,15.0,United-States,<=50K
64.0,State-gov,194894,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,4787.0,0.0,40.0,United-States,>50K
31.0,Private,137367,11th,7,Married-spouse-absent,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0.0,,40.0,India,<=50K
38.0,Private,235379,Assoc-acdm,12,Never-married,Prof-specialty,Unmarried,White,Female,0.0,0.0,36.0,United-States,<=50K
26.0,Private,90915,Assoc-acdm,12,Never-married,Other-service,Own-child,Black,Female,0.0,0.0,15.0,United-States,<=50K
27.0,Private,335764,11th,7,Married-civ-spouse,Sales,Own-child,Black,Male,0.0,0.0,35.0,United-States,<=50K
31.0,Self-emp-not-inc,145162,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,,>50K
26.0,Private,302603,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,45.0,United-States,<=50K
33.0,Private,243674,HS-grad,9,Separated,Tech-support,Not-in-family,White,Male,0.0,0.0,46.0,United-States,<=50K
81.0,Self-emp-inc,247232,10th,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,2936.0,0.0,28.0,United-States,<=50K
52.0,Private,96359,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,57.0,United-States,>50K
37.0,Private,179731,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0.0,,35.0,United-States,<=50K
34.0,Local-gov,22641,HS-grad,9,Never-married,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K
51.0,Self-emp-not-inc,259323,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,70.0,United-States,<=50K
64.0,Private,391121,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
67.0,Without-pay,137192,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0.0,0.0,12.0,Philippines,<=50K
25.0,Private,262978,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,30.0,United-States,<=50K
30.0,Private,220939,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,,United-States,<=50K
37.0,Private,194004,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,25.0,United-States,<=50K
17.0,Private,187308,10th,6,Never-married,Other-service,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
60.0,Private,130684,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
33.0,Private,637222,12th,8,Divorced,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
35.0,Self-emp-not-inc,31095,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K
50.0,Local-gov,100480,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
25.0,Private,174592,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0.0,0.0,25.0,United-States,<=50K
26.0,Private,202091,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
59.0,Self-emp-inc,223215,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,50.0,United-States,>50K
90.0,Private,87285,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0.0,0.0,24.0,United-States,<=50K
39.0,Private,358837,Some-college,10,Never-married,Tech-support,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
37.0,Private,240810,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
29.0,,427965,HS-grad,9,Separated,,Unmarried,Black,Female,0.0,0.0,20.0,United-States,<=50K
38.0,Local-gov,282753,Assoc-voc,11,Divorced,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
,Private,317479,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
32.0,Private,134886,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
21.0,Private,191243,Some-college,10,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
29.0,Private,58115,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,41.0,United-States,<=50K
59.0,Self-emp-not-inc,195835,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
36.0,Private,176634,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,35.0,United-States,>50K
29.0,Private,188729,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
39.0,Private,204501,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
31.0,Private,393357,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,48.0,United-States,<=50K
,Private,152073,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
29.0,Private,29865,HS-grad,9,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,50.0,United-States,<=50K
20.0,Private,54152,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,30.0,,<=50K
54.0,State-gov,137065,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,>50K
30.0,Private,293512,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
33.0,Private,202822,7th-8th,4,Never-married,Other-service,Unmarried,Black,Female,,0.0,14.0,Trinadad&Tobago,<=50K
52.0,Self-emp-not-inc,140985,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,99999.0,0.0,30.0,United-States,>50K
39.0,Private,53447,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Female,,0.0,40.0,United-States,<=50K
34.0,Private,226883,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,,United-States,<=50K
21.0,Private,108670,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,,0.0,,United-States,<=50K
33.0,Private,121195,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Other,Male,0.0,0.0,50.0,United-States,<=50K
28.0,,268222,11th,7,Never-married,,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
23.0,Private,99543,12th,8,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,46.0,United-States,<=50K
38.0,Private,199816,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
27.0,State-gov,553473,Bachelors,13,Married-civ-spouse,Protective-serv,Wife,Black,Female,0.0,0.0,48.0,United-States,<=50K
42.0,Local-gov,180318,10th,6,Never-married,Farming-fishing,Unmarried,White,Male,0.0,0.0,35.0,United-States,<=50K
46.0,Federal-gov,371373,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Private,77581,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
32.0,Private,96016,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
23.0,Private,275818,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0.0,1974.0,40.0,United-States,<=50K
23.0,Private,60331,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
62.0,Private,153148,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,84.0,United-States,<=50K
52.0,Private,145271,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K
20.0,Private,238685,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
29.0,Private,289960,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
18.0,Private,50879,10th,6,Never-married,Other-service,Own-child,White,Male,0.0,0.0,6.0,United-States,<=50K
29.0,Private,457402,5th-6th,3,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,25.0,Mexico,<=50K
40.0,Private,171424,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
50.0,Private,128478,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,70.0,United-States,<=50K
50.0,Private,55527,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,Black,Male,0.0,0.0,45.0,United-States,<=50K
31.0,Self-emp-not-inc,210164,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
32.0,Local-gov,169837,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
52.0,Federal-gov,22428,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
29.0,Self-emp-not-inc,184710,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
41.0,Private,207375,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K
22.0,Private,223019,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
31.0,Self-emp-inc,149726,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
43.0,Private,185832,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,48.0,United-States,>50K
50.0,Private,117295,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
44.0,Private,79531,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,,United-States,>50K
45.0,Local-gov,189890,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
30.0,Private,149531,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
35.0,Local-gov,258037,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Cuba,>50K
54.0,Self-emp-not-inc,57101,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K
44.0,Private,120277,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,50.0,Italy,>50K
47.0,Private,161950,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,25.0,Germany,<=50K
60.0,Private,114263,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,Hungary,>50K
42.0,Private,69019,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,>50K
56.0,Private,200235,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,>50K
20.0,Private,243878,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
21.0,,107801,Some-college,10,Never-married,,Own-child,White,Female,0.0,0.0,6.0,United-States,<=50K
36.0,Private,54229,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,37.0,United-States,<=50K
50.0,Private,99925,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,32.0,United-States,<=50K
29.0,State-gov,147256,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,Black,Male,,0.0,40.0,United-States,>50K
58.0,Local-gov,215245,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,,,37.0,United-States,<=50K
30.0,Private,262994,Some-college,10,Divorced,Craft-repair,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
25.0,State-gov,183678,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K
18.0,Private,395026,11th,7,Never-married,Other-service,Own-child,White,Male,0.0,0.0,12.0,United-States,<=50K
38.0,Private,78247,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
46.0,Private,101455,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
36.0,Private,290560,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
42.0,Private,192381,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
45.0,Private,187226,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
25.0,Private,288185,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K
18.0,Private,142647,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
43.0,Private,159549,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
19.0,,242001,Some-college,10,Never-married,,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
48.0,Federal-gov,147397,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,,0.0,36.0,United-States,<=50K
50.0,Private,41890,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
42.0,Private,344624,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,,50.0,United-States,>50K
42.0,Private,345363,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,England,<=50K
47.0,Private,232628,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,,United-States,<=50K
39.0,Private,117381,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,62.0,England,<=50K
61.0,Federal-gov,136787,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
53.0,Private,103586,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
48.0,State-gov,224474,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,,40.0,United-States,<=50K
53.0,Private,152883,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
34.0,Private,347166,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
25.0,Private,312966,9th,5,Separated,Handlers-cleaners,Other-relative,White,Male,,0.0,40.0,El-Salvador,<=50K
41.0,Private,406603,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,,0.0,6.0,Iran,<=50K
51.0,Private,182944,HS-grad,9,Widowed,Tech-support,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
37.0,Private,66686,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
63.0,Private,30602,7th-8th,4,Married-spouse-absent,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,United-States,<=50K
20.0,Private,33551,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,,United-States,<=50K
49.0,Private,207677,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,70.0,United-States,<=50K
,Self-emp-not-inc,408498,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
44.0,Self-emp-not-inc,26669,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,99.0,United-States,<=50K
22.0,Private,180449,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,28.0,United-States,<=50K
47.0,Private,168262,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,99999.0,0.0,50.0,United-States,>50K
46.0,Private,155489,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,58.0,United-States,>50K
33.0,Private,348618,5th-6th,3,Married-spouse-absent,Transport-moving,Unmarried,Other,Male,0.0,0.0,20.0,El-Salvador,<=50K
26.0,Private,485117,Bachelors,13,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
40.0,Private,240124,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
20.0,Private,258490,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K
33.0,Private,259301,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,41.0,United-States,<=50K
28.0,,223745,Some-college,10,Never-married,,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
41.0,Private,293791,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
47.0,State-gov,216414,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
60.0,,124487,Some-college,10,Divorced,,Not-in-family,White,Female,0.0,0.0,40.0,United-States,>50K
36.0,Private,279615,Bachelors,13,Divorced,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
36.0,Private,220585,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
50.0,State-gov,198103,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
,Private,209801,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,,,<=50K
30.0,Private,39054,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,65.0,United-States,>50K
43.0,Private,209894,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
38.0,Local-gov,236687,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
53.0,Private,97005,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,46.0,United-States,>50K
22.0,Private,418405,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
41.0,Private,352812,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,1902.0,40.0,United-States,>50K
61.0,,203849,Some-college,10,Divorced,,Not-in-family,White,Female,,0.0,40.0,United-States,<=50K
43.0,Private,174295,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
23.0,,343553,11th,7,Never-married,,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
42.0,Private,325353,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688.0,0.0,42.0,United-States,>50K
25.0,Private,234190,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,35.0,United-States,<=50K
49.0,Local-gov,107231,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2002.0,40.0,United-States,<=50K
18.0,,137363,Some-college,10,Never-married,,Own-child,White,Female,0.0,0.0,4.0,United-States,<=50K
20.0,Private,256504,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,,6.0,United-States,<=50K
33.0,Self-emp-not-inc,134886,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,50.0,United-States,>50K
34.0,,268127,12th,8,Separated,,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
53.0,Federal-gov,68985,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
19.0,Private,97261,12th,8,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
61.0,Private,232808,10th,6,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,24.0,United-States,<=50K
35.0,,374716,9th,5,Married-civ-spouse,,Wife,White,Female,0.0,0.0,35.0,United-States,<=50K
35.0,Private,224566,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K
44.0,Self-emp-inc,116358,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0.0,0.0,50.0,,>50K
66.0,Private,114447,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,,United-States,<=50K
51.0,Private,210940,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,2002.0,45.0,United-States,<=50K
55.0,Private,163083,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
54.0,Private,123374,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
54.0,Private,197975,5th-6th,3,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,51.0,United-States,<=50K
22.0,Private,217961,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0.0,1719.0,30.0,United-States,<=50K
49.0,,271346,Bachelors,13,Married-civ-spouse,,Husband,White,Male,15024.0,0.0,60.0,United-States,>50K
36.0,Private,182013,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
29.0,Federal-gov,244473,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,40.0,United-States,>50K
36.0,Local-gov,113337,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,42.0,United-States,>50K
23.0,State-gov,35633,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
74.0,Self-emp-not-inc,43599,HS-grad,9,Widowed,Other-service,Not-in-family,White,Male,0.0,0.0,20.0,United-States,<=50K
26.0,Private,396482,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,48.0,United-States,<=50K
19.0,Private,136866,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,45.0,United-States,<=50K
24.0,Private,180060,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,2354.0,0.0,40.0,United-States,<=50K
34.0,Private,351810,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45.0,Cuba,<=50K
,Private,268222,HS-grad,9,Separated,Handlers-cleaners,Unmarried,Black,Female,0.0,,,United-States,<=50K
22.0,Private,186573,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,0.0,0.0,46.0,United-States,<=50K
19.0,Private,86860,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,15.0,United-States,<=50K
45.0,Private,174794,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,0.0,0.0,56.0,Germany,<=50K
38.0,Private,48093,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
28.0,Self-emp-not-inc,119793,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
39.0,Local-gov,112284,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
26.0,Private,34803,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
64.0,,159938,HS-grad,9,Divorced,,Not-in-family,White,Male,8614.0,0.0,40.0,United-States,>50K
42.0,Private,113324,HS-grad,9,Widowed,Sales,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
64.0,Private,151540,11th,7,Widowed,Tech-support,Unmarried,White,Female,0.0,0.0,16.0,United-States,<=50K
28.0,Private,334032,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
